contig	sample1	sample10	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
NODE_1354_length_148_cov_18.000000	6.8424659	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1355_length_148_cov_17.915493	0.9041096	0.0000000	2.0000000	2.8013699	0.9520548	2.8972602	1.9041096	1.8356165	0.0000000	0.9246575
NODE_1358_length_148_cov_13.042254	0.0000000	0.0000000	1.8767123	2.7808218	0.9726027	0.0000000	0.9452055	0.0000000	1.8287672	0.8630137
NODE_1360_length_148_cov_10.605634	0.0000000	0.9109589	5.5410957	4.9794521	0.9726027	3.7191782	2.9520547	0.0000000	1.0000000	1.9794520
NODE_1363_length_148_cov_6.929577	0.0000000	0.0000000	0.8904110	0.9520548	0.0000000	0.0000000	0.0000000	0.8904110	0.0000000	0.9246575
NODE_1365_length_148_cov_5.845070	0.8904110	0.0000000	0.9041096	0.8630137	0.0000000	0.0000000	0.0000000	1.8767123	0.8424658	0.0000000
NODE_1366_length_148_cov_5.774648	0.8698630	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.9315069	0.0000000	0.9589041	0.0000000
NODE_1368_length_148_cov_4.028169	0.9726027	1.9452055	0.0000000	0.9863014	0.9726027	0.0000000	1.9726027	0.9520548	0.9726027	0.9589041
NODE_1369_length_148_cov_3.929577	0.0000000	2.8013699	0.0000000	0.8767123	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000
NODE_1371_length_147_cov_23.771429	0.8689655	0.9586207	1.8620690	1.8689655	0.0000000	0.0000000	2.7724137	1.8206897	1.8758621	2.8482759
NODE_1373_length_147_cov_17.500000	0.0000000	0.0000000	3.7448275	2.7034483	0.0000000	0.0000000	0.9379311	0.0000000	0.9241379	0.0000000
NODE_1374_length_147_cov_16.914286	0.9586207	0.0000000	3.8758621	0.9034483	0.0000000	0.0000000	1.7931035	2.0000000	0.8551724	0.9586207
NODE_1376_length_147_cov_15.800000	0.9448276	0.9103448	0.9793103	0.0000000	1.9586207	0.0000000	0.0000000	0.0000000	0.8758621	0.0000000
NODE_1378_length_147_cov_13.542857	0.0000000	0.0000000	0.9931034	3.8413794	2.7931035	0.9793103	1.8275862	0.0000000	0.0000000	0.0000000
NODE_1379_length_147_cov_11.271429	0.0000000	0.9241379	0.9310345	0.0000000	0.0000000	0.0000000	1.8689655	0.0000000	0.9310345	3.5241380
NODE_1381_length_147_cov_5.742857	0.9931034	0.0000000	2.9655173	0.0000000	0.0000000	0.0000000	0.0000000	0.8827586	0.0000000	0.0000000
NODE_1384_length_146_cov_90.594203	1.8125000	3.7222223	11.2500000	5.6597223	0.9583333	0.0000000	3.8055556	10.1875000	2.8055556	9.6458330
NODE_1385_length_146_cov_82.057971	0.9305556	7.3611112	8.3750000	7.4652777	6.4861112	4.7569447	10.4513893	0.9513889	3.9097223	3.8125000
NODE_1386_length_146_cov_59.579710	2.8750000	2.9027777	2.7569444	1.8402778	0.0000000	0.9791667	1.8333334	1.8402778	5.7152777	5.6944447
NODE_1388_length_146_cov_55.492754	3.6527777	7.3333335	3.6736112	7.6180553	0.0000000	0.9583333	0.0000000	2.0000000	7.4583335	4.8541665
NODE_1392_length_146_cov_23.942029	4.7152777	0.0000000	2.8958333	2.7569444	0.9583333	0.9027778	0.0000000	0.0000000	0.8888889	0.9652778
NODE_1393_length_146_cov_22.608696	0.0000000	1.0000000	1.8819444	0.0000000	0.0000000	0.0000000	0.9305556	0.9444444	0.9722222	7.5138888
NODE_1397_length_146_cov_6.376812	1.0000000	0.0000000	0.0000000	0.8680556	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
NODE_1398_length_146_cov_6.318841	0.9722222	0.0000000	0.8680556	0.0000000	0.9652778	0.0000000	0.9375000	0.0000000	0.8819444	0.0000000
NODE_1406_length_145_cov_3.191176	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1408_length_144_cov_32.358209	0.8943662	0.9295775	1.9859155	4.6760564	0.0000000	0.0000000	1.8309859	0.8943662	3.7394366	0.0000000
NODE_1410_length_144_cov_15.029851	1.8732394	0.0000000	0.9788733	1.8732394	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1411_length_144_cov_13.522388	0.0000000	0.9225352	0.9929578	1.9647887	0.9859155	0.0000000	0.0000000	0.0000000	3.8943663	0.0000000
NODE_1415_length_143_cov_38.378788	0.8865248	4.9007092	1.8723404	0.0000000	0.0000000	0.0000000	0.9078014	0.9361702	1.9432625	2.7659574
NODE_1418_length_142_cov_50.476923	3.8071430	2.9428570	8.6000004	11.1571426	4.6357141	2.9142857	4.8000002	5.6214285	9.6214285	3.8499999
NODE_1420_length_142_cov_31.984615	0.0000000	1.8642857	2.7714286	0.9571428	1.0000000	1.0000000	1.9285715	0.0000000	0.9714286	0.0000000
NODE_1421_length_142_cov_26.230769	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1424_length_142_cov_7.784615	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9785714	0.9785714	0.0000000	0.0000000
NODE_1426_length_141_cov_68.609375	0.9712230	3.8848920	10.6258993	0.9928058	1.9856116	0.9640288	3.8273382	4.8057556	7.6978416	1.8848921
NODE_1428_length_141_cov_36.031250	5.8633094	0.0000000	2.8633094	1.0000000	0.0000000	1.9280576	1.9064748	1.0000000	0.0000000	0.9640288
NODE_1430_length_141_cov_19.531250	4.7194242	0.0000000	0.9064748	1.0000000	0.0000000	0.9928058	0.9064748	2.8848920	0.0000000	0.9064748
NODE_1432_length_141_cov_9.703125	0.9856115	1.8992805	0.0000000	1.9496403	0.9424461	0.9496403	0.9496403	0.0000000	1.9280576	1.0000000
NODE_1436_length_140_cov_40.809524	2.8913043	0.0000000	4.7318840	3.8333333	2.8623188	0.0000000	4.8768115	0.9710145	0.9420290	0.0000000
NODE_1437_length_140_cov_37.460317	0.0000000	1.9130435	2.0000000	0.9420290	0.0000000	0.8913044	0.0000000	1.0000000	1.9202899	1.8550725
NODE_1442_length_139_cov_4.548387	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9197080	0.0000000
NODE_1443_length_138_cov_214.278689	0.0000000	0.9926471	6.7794118	2.9632354	0.9926471	0.0000000	1.9338236	3.8970587	3.8897059	0.9632353
NODE_1450_length_138_cov_5.016393	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9926471	0.0000000	0.0000000	0.0000000
NODE_1451_length_137_cov_56.266667	18.3703709	0.9333333	8.8074074	2.9925926	0.9851852	0.0000000	1.9703704	0.9407408	0.0000000	0.9703704
NODE_1452_length_137_cov_32.566667	0.9777778	1.9185185	2.0000000	0.9629630	0.0000000	1.0000000	2.8370371	1.0000000	1.9185185	1.0000000
NODE_1454_length_137_cov_24.033333	1.9259260	0.0000000	0.9703704	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	2.9407408	0.0000000
NODE_1455_length_137_cov_17.766667	0.0000000	2.9185185	0.9925926	2.9777777	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.9703704
NODE_1457_length_137_cov_16.350000	0.0000000	0.9555556	0.0000000	0.0000000	0.9333333	0.9851852	1.9555556	0.0000000	0.9703704	0.8962963
NODE_1462_length_137_cov_7.150000	0.0000000	0.0000000	0.0000000	2.9777777	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
NODE_1465_length_137_cov_2.833333	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1466_length_136_cov_95.728814	1.9850746	2.9626865	9.8507462	4.8955226	1.0000000	1.9850746	8.8432837	6.0000000	1.0000000	1.0000000
NODE_1467_length_136_cov_92.186441	2.9402986	3.9253731	4.7462687	4.8880596	0.9477612	1.9850746	5.8358207	1.0000000	8.7761192	5.8059702
NODE_1468_length_136_cov_31.779661	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1469_length_136_cov_29.169492	4.7686567	1.9104477	2.0000000	2.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.9776120	1.0000000
NODE_1470_length_136_cov_25.966102	0.9701493	0.0000000	0.9925373	1.9552239	0.0000000	0.0000000	0.0000000	2.9701493	4.9477611	1.0000000
NODE_1477_length_136_cov_2.694915	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1478_length_135_cov_62.172414	0.0000000	1.0000000	7.9172931	2.0000000	2.9473684	0.0000000	0.9624060	0.0000000	0.9624060	1.0000000
NODE_1480_length_135_cov_27.758621	8.9022560	0.0000000	2.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.9774436
NODE_1481_length_135_cov_22.000000	0.0000000	0.9774436	0.0000000	1.9473684	0.9473684	0.0000000	3.0000000	0.0000000	1.9849625	0.0000000
NODE_1482_length_135_cov_18.344828	0.9699248	0.0000000	0.9774436	0.0000000	0.9548872	0.0000000	4.9022555	1.9624060	0.0000000	0.0000000
NODE_1483_length_135_cov_14.086207	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
NODE_1484_length_135_cov_10.293103	2.0000000	0.0000000	2.0000000	0.0000000	0.0000000	0.0000000	1.0000000	1.9398496	0.9172933	0.0000000
NODE_1485_length_135_cov_9.051724	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	2.8721805	0.0000000
NODE_1486_length_135_cov_5.241379	0.9473684	0.0000000	0.9473684	0.9774436	0.0000000	0.0000000	0.9849624	0.0000000	0.0000000	0.0000000
NODE_1487_length_134_cov_62.175439	12.6818180	0.0000000	2.0000000	4.8484850	2.9469697	0.0000000	1.0000000	0.0000000	2.0000000	0.9924242
NODE_1490_length_134_cov_26.666667	0.0000000	0.9848485	2.9545455	0.9393939	0.5984849	0.0000000	0.0000000	0.9848485	0.0000000	0.9924242
NODE_1495_length_134_cov_8.245614	1.9545455	0.0000000	0.0000000	0.9621212	0.0000000	0.0000000	0.9242424	0.0000000	0.0000000	0.0000000
NODE_1496_length_134_cov_6.192982	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1499_length_133_cov_42.857143	0.0000000	3.9541984	2.0000000	3.9541984	1.0000000	0.9465649	4.9541984	2.9770992	3.9541984	3.9007633
NODE_1500_length_133_cov_17.928571	1.0000000	0.0000000	0.0000000	0.0000000	0.9694657	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1502_length_133_cov_8.910714	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9541985	0.0000000
NODE_1505_length_132_cov_34.981818	0.9846154	0.0000000	2.9307692	1.9538461	1.0000000	0.9692308	0.9615384	1.0000000	2.9769230	1.0000000
NODE_1508_length_131_cov_63.129630	2.9379845	1.9302325	2.9767442	1.9844961	0.9922481	0.0000000	1.0000000	0.0000000	0.9922481	0.0000000
NODE_1510_length_131_cov_31.814815	0.0000000	1.9534883	0.0000000	0.0000000	2.0000000	0.9689922	2.9844961	0.0000000	0.9689922	0.0000000
NODE_1511_length_131_cov_30.592593	2.0000000	0.0000000	0.0000000	1.0000000	1.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.9689922
NODE_1512_length_131_cov_21.444444	0.0000000	1.9767442	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9922481	2.0000000	0.0000000
NODE_1514_length_131_cov_12.685185	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1518_length_131_cov_4.425926	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1519_length_130_cov_26.830189	0.0000000	0.0000000	0.0000000	0.9921875	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1523_length_129_cov_41.711538	0.0000000	0.0000000	0.0000000	1.0000000	1.9921260	0.0000000	0.9842520	0.0000000	0.0000000	0.0000000
NODE_1532_length_127_cov_24.940000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1539_length_126_cov_25.653061	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1540_length_126_cov_24.408163	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1541_length_126_cov_21.632653	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1542_length_126_cov_21.551020	1.9919355	0.0000000	0.0000000	1.9838710	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1543_length_126_cov_15.265306	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1546_length_125_cov_63.041667	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1548_length_125_cov_12.020833	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1554_length_124_cov_31.106383	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9918033
NODE_1558_length_124_cov_3.361702	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1559_length_123_cov_86.086957	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1560_length_123_cov_40.978261	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1561_length_123_cov_9.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1562_length_123_cov_6.217391	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1564_length_122_cov_57.244444	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1569_length_122_cov_15.600000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1570_length_122_cov_13.866667	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1572_length_122_cov_5.088889	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1573_length_121_cov_40.227273	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1574_length_121_cov_39.204545	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1575_length_121_cov_35.295455	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1576_length_121_cov_27.795455	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1577_length_121_cov_14.590909	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1584_length_120_cov_67.534884	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1585_length_120_cov_63.255814	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1588_length_120_cov_13.465116	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1589_length_120_cov_9.720930	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1592_length_120_cov_6.837209	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1593_length_120_cov_5.953488	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1595_length_119_cov_34.500000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1602_length_119_cov_16.595238	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1604_length_118_cov_35.902439	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1609_length_117_cov_60.125000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1610_length_117_cov_29.425000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1614_length_116_cov_69.461538	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1617_length_116_cov_33.538462	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1618_length_116_cov_18.974359	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1620_length_116_cov_11.076923	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1621_length_115_cov_34.263158	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1625_length_114_cov_91.378378	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1626_length_114_cov_78.945946	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1628_length_114_cov_55.189189	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1629_length_114_cov_33.351351	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1639_length_112_cov_12.885714	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1645_length_110_cov_43.545455	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1646_length_110_cov_41.606061	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1647_length_110_cov_36.363636	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1654_length_110_cov_11.909091	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1658_length_109_cov_60.781250	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1659_length_109_cov_27.437500	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1660_length_109_cov_22.250000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1661_length_109_cov_10.687500	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1662_length_109_cov_8.437500	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1663_length_109_cov_4.937500	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1665_length_108_cov_35.645161	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1669_length_108_cov_21.516129	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1672_length_107_cov_27.266667	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1678_length_106_cov_21.551724	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1679_length_106_cov_8.689655	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1681_length_106_cov_3.517241	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1682_length_105_cov_51.785714	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1683_length_105_cov_35.750000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1684_length_105_cov_20.571429	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1685_length_105_cov_17.321429	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1686_length_105_cov_17.107143	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1687_length_105_cov_15.321429	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1689_length_105_cov_14.357143	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1690_length_105_cov_12.357143	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1692_length_105_cov_10.428571	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1694_length_105_cov_7.928571	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1695_length_104_cov_41.851852	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1696_length_104_cov_32.962963	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1698_length_104_cov_28.703704	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1699_length_104_cov_28.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1700_length_104_cov_23.407407	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.5980392	0.0000000
NODE_1702_length_104_cov_11.555556	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1710_length_103_cov_4.269231	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1714_length_102_cov_29.720000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1715_length_102_cov_22.480000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1717_length_102_cov_9.840000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1719_length_101_cov_77.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1726_length_100_cov_66.086957	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1727_length_100_cov_64.695652	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1730_length_99_cov_124.227273	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1732_length_99_cov_31.863636	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1739_length_98_cov_33.619048	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1740_length_98_cov_29.809524	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1743_length_98_cov_15.095238	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1750_length_96_cov_35.842105	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1751_length_96_cov_35.315789	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1755_length_96_cov_5.894737	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1756_length_96_cov_4.947368	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1762_length_95_cov_21.111111	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1763_length_95_cov_10.444444	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1770_length_94_cov_18.294118	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1773_length_94_cov_8.647059	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1777_length_93_cov_47.750000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
